path,size_mb,original_confidence,upgraded_confidence,upgrade_status,reason,failed_checks,reference_count,referenced_by_sample,current_alias_related,stable_snapshot_related,manual_state_related,price_cache_related,dangerous_token_related,source_code_related,generated_output_related,would_be_eligible_for_v18_20E_apply
outputs/v18/ops/V18_4A_upstream_cockpit_20260519_105238.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4B_R1_final_daily_20260518_130453.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4B_R1_final_daily_20260518_131003.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4B_R1_final_daily_20260518_164439.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4B_R1_final_daily_20260518_212142.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4B_R1_final_daily_20260518_213520.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4B_R1_final_daily_20260519_105238.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4B_upstream_integrated_20260518_130453.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4B_upstream_integrated_20260518_131003.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4B_upstream_integrated_20260518_164440.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4B_upstream_integrated_20260518_212142.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4B_upstream_integrated_20260518_213520.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_4B_upstream_integrated_20260519_105238.log,0.002,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step1_v17_8D_official_20260518_130454.log,0.001,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step1_v17_8D_official_20260518_131004.log,0.001,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step1_v17_8D_official_20260518_164440.log,0.001,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step1_v17_8D_official_20260518_212143.log,0.001,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step1_v17_8D_official_20260518_213521.log,0.001,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
outputs/v18/ops/V18_3E_R2_step1_v17_8D_official_20260519_105238.log,0.001,MEDIUM,HIGH,UPGRADE_TO_HIGH,Unreferenced generated log with no protected-role signals.,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
